Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Fwd Avg Bytes/Bulk,Bwd Avg Bytes/Bulk,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,act_data_pkt_fwd,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
3306,7252,4,0,698,0,216,138,166.87,20.99,0,0,0.0,0.0,90160.81,511.7447,2417.33,1610.32,9941,901,7252,2417.33,1100.56,5958,1317,0,0.0,0.0,0,0,1,0,80,0,543.8977,0.0,153.06,165.47,157.5,4.99,23.69,0,5,0,2,2,2,16150.9,4745.74,25642,6659,400463.92,225074.72,850613,0,Probe
443,19086,5,0,1156,0,273,212,234.29,20.88,0,0,0.0,0.0,59969.13,271.8183,4771.5,2139.21,15110,2799,19086,4771.5,2038.63,12599,2733,0,0.0,0.0,0,0,4,0,100,0,270.541,0.0,235.81,264.42,250.83,12.17,165.07,0,0,2,1,3,3,18163.89,6795.98,31756,4572,128698.31,70455.13,269609,0,Probe
5900,47504,1,0,281,0,405,194,283.55,49.77,0,0,0.0,0.0,6038.93,21.7808,47504.0,36671.09,208789,19187,0,47504.0,34515.24,197814,12989,0,0.0,0.0,0,0,3,0,20,0,19.4745,0.0,240.85,240.85,240.85,0.0,0.0,0,4,2,0,0,0,18230.85,3104.33,24440,12022,77762.86,28544.32,134851,20674,Probe
3306,36088,5,1,483,57,154,73,102.55,23.03,73,35,54.31,9.54,15440.46,153.7059,7217.6,5348.46,21799,3110,36088,9022.0,5460.93,24984,3561,0,0.0,0.0,0,0,0,0,100,20,132.4688,27.9944,44.56,113.27,93.7,23.42,564.3,0,0,1,1,2,3,27930.16,9442.79,46816,9045,332641.46,151834.72,636311,28972,Probe
8080,2671,2,0,44,0,29,14,21.93,4.57,0,0,0.0,0.0,18063.02,781.2934,2671.0,1247.41,7542,2023,2671,2671.0,2292.04,11927,379,0,0.0,0.0,0,0,3,0,40,0,778.2278,0.0,19.2,20.34,19.77,0.57,0.34,0,3,2,0,3,1,27723.79,7654.82,43033,12414,176122.3,86330.5,348783,3461,Probe
5900,45415,5,9,1497,662,334,186,279.28,47.24,83,52,67.42,7.88,51885.98,293.2606,3493.46,3181.63,15917,948,45415,11353.75,10396.93,33213,957,45415,5676.88,3575.12,12827,2102,1,0,100,180,120.6366,181.2732,58.75,324.15,138.89,100.74,9013.33,0,5,2,0,1,4,12624.92,1410.55,15446,9804,325323.53,82135.8,489595,161052,Probe
21,197754,12,1,707,61,86,50,63.75,13.08,73,40,56.64,8.11,3933.57,67.7139,16479.5,11235.76,66948,8000,197754,17977.64,16781.18,75589,1196,0,0.0,0.0,0,0,3,0,240,20,64.1971,4.7407,40.8,73.55,60.46,10.74,108.54,0,1,2,0,4,9,10608.12,3181.58,16971,4245,461149.18,210207.91,881565,40733,Probe
53,6787,1,0,221,0,274,165,219.64,36.59,0,0,0.0,0.0,29901.07,133.9678,6787.0,5443.51,24007,1429,0,6787.0,5148.15,26244,1639,0,0.0,0.0,0,0,0,0,20,0,133.4472,0.0,221.97,221.97,221.97,0.0,0.0,0,2,3,1,4,0,12799.69,3606.84,20013,5586,178993.92,65238.4,309471,48517,Probe
53,13908,18,2,931,44,63,47,55.64,5.21,27,22,24.54,1.36,77048.59,1466.0245,732.0,495.44,2417,430,13908,818.12,386.55,2261,432,13908,13908.0,7060.88,28030,6847,1,0,360,40,1415.3627,130.5996,24.29,59.75,50.06,8.75,82.83,0,3,0,0,1,10,18660.48,2990.8,24642,12679,494424.67,239838.51,974102,14748,Probe
143,14652,1,2,199,15,265,151,191.58,30.89,10,5,7.27,1.38,14190.54,203.5009,7326.0,3119.14,13692,5054,0,14652.0,8717.41,40413,5935,14652,14652.0,13313.95,41280,1338,1,0,20,40,63.6013,132.1747,7.54,207.46,74.58,93.96,9649.74,0,2,0,1,4,0,8719.24,3252.94,15225,2213,238874.85,93596.79,426068,51681,Probe
3306,20510,4,0,920,0,249,217,233.42,14.53,0,0,0.0,0.0,46534.21,210.8801,6836.67,5437.53,32876,1804,20510,6836.67,5460.29,27596,1376,0,0.0,0.0,0,0,0,0,80,0,191.445,0.0,208.49,267.6,235.02,21.73,498.57,0,3,2,2,2,2,22034.62,4060.52,30156,13914,431744.93,241707.46,915160,0,Probe
443,112228,3,2,910,159,422,211,288.22,66.58,97,62,79.2,8.67,9140.73,42.2572,28057.0,27652.05,95774,13658,112228,56114.0,55310.92,304661,803,112228,112228.0,82349.85,276928,29878,0,0,60,40,29.1602,17.2422,73.15,264.41,184.95,85.43,7486.22,0,0,1,0,1,2,12747.23,4955.63,22658,2836,382593.34,198269.3,779132,0,Probe
8080,111377,13,0,346,0,36,20,28.01,4.27,0,0,0.0,0.0,3275.54,124.7688,9281.42,3720.56,18529,7158,111377,9281.42,6732.55,38294,2549,0,0.0,0.0,0,0,0,0,260,0,113.8683,0.0,22.55,35.08,28.4,4.03,15.1,0,1,0,1,2,8,7646.58,1069.42,9785,5508,175261.84,38372.43,252007,98517,Probe
143,92998,1,2,103,91,111,89,97.71,5.62,48,36,41.6,2.99,2091.22,29.2982,46499.0,39969.26,128644,16059,0,92998.0,81046.64,312496,11951,92998,92998.0,41626.35,176251,51372,0,0,20,40,10.3585,21.4466,37.38,100.23,61.48,27.67,723.78,0,0,0,1,2,0,18431.06,2528.1,23487,13375,87045.33,50467.78,187981,0,Probe
21,8849,27,0,3857,0,153,116,136.71,12.11,0,0,0.0,0.0,456692.11,3168.8794,340.35,183.02,1101,183,8849,340.35,207.15,1144,133,0,0.0,0.0,0,0,0,0,540,0,3267.0538,0.0,105.98,155.28,132.36,12.23,143.18,0,3,0,1,0,18,23588.24,3711.17,31011,16166,28691.24,13504.01,55699,1683,Probe
143,63278,3,6,478,280,205,154,175.52,20.59,59,39,48.69,5.04,13130.41,129.3702,7909.75,4122.51,16519,4615,63278,31639.0,30834.19,173094,805,63278,12655.6,7255.85,27167,5400,0,0,60,120,47.0764,98.8057,43.45,183.96,91.67,58.29,3402.32,0,3,0,1,4,2,5565.48,774.08,7114,4017,85675.36,47611.54,180898,0,Probe
25,32999,1,0,122,0,176,82,116.1,28.96,0,0,0.0,0.0,4080.33,28.4279,32999.0,24045.52,150892,11096,0,32999.0,26309.77,136394,6689,0,0.0,0.0,0,0,0,0,20,0,30.3921,0.0,71.27,71.27,71.27,0.0,0.0,0,2,1,3,0,0,19695.05,5100.83,29897,9493,310266.9,177079.7,664426,0,Probe
443,118825,27,3,8576,75,384,221,297.53,48.51,27,22,24.23,1.27,67233.98,274.4251,4097.41,3033.19,13302,1844,118825,4570.19,2333.47,13590,2237,118825,59412.5,28159.18,115731,31253,0,0,540,60,217.2238,24.3046,24.7,350.15,257.66,85.15,7405.67,0,3,0,0,4,22,15180.03,1914.17,19008,11352,439098.15,111601.24,662301,215896,Probe
25,2840,1,1,282,27,311,226,267.76,36.37,36,19,27.52,4.35,100218.05,680.3766,2840.0,2155.03,7646,824,0,2840.0,2348.46,8693,492,0,0.0,0.0,0,0,0,0,20,20,344.9491,366.4122,28.85,290.8,159.82,130.97,18155.4,0,3,5,0,0,0,29952.14,7016.66,43985,15919,475074.99,101042.87,677161,272989,Probe
8080,77929,13,0,3583,0,325,265,285.8,20.32,0,0,0.0,0.0,42173.87,175.0009,6494.08,4496.17,27130,2420,77929,6494.08,3640.96,20390,2853,0,0.0,0.0,0,0,1,0,260,0,172.1678,0.0,255.13,300.18,281.3,12.85,159.53,0,3,0,2,3,8,15115.36,6038.88,27193,3038,236103.71,124358.81,484821,0,Probe
143,95383,9,1,264,64,42,23,31.55,4.82,75,47,61.16,7.03,3332.67,100.4472,10598.11,8115.64,30548,4322,95383,11922.88,7326.63,35353,4596,0,0.0,0.0,0,0,0,0,180,20,89.6218,10.0055,27.74,60.52,36.0,8.93,82.39,0,1,1,0,5,5,27177.17,8113.85,43405,10949,38312.29,21590.16,81493,0,Probe
3389,89549,4,1,285,64,89,35,68.07,16.77,92,45,68.69,11.6,4061.32,55.1467,22387.25,21561.33,76939,11139,89549,29849.67,16909.62,64445,12940,0,0.0,0.0,0,0,1,0,80,20,44.9965,11.5321,67.38,76.62,70.51,3.57,13.61,0,5,2,2,1,3,8164.76,2653.59,13472,2858,268577.4,153673.5,575924,0,Probe
443,194216,1,3,221,72,289,158,229.69,52.58,31,15,22.91,4.05,1635.96,21.5871,64738.67,31085.95,145055,45888,0,194216.0,95044.11,548974,99172,194216,97108.0,47963.49,193035,49145,0,0,20,60,4.6633,15.6795,23.69,291.73,93.45,114.5,12734.67,0,3,2,2,2,0,13563.76,2529.96,18624,8504,438707.94,195045.28,828798,48617,Probe
80,155459,1,1,192,44,237,177,200.28,14.68,62,37,49.62,6.19,1571.76,12.542,155459.0,123795.22,650929,89777,0,155459.0,104118.66,637933,51340,0,0.0,0.0,0,0,2,0,20,20,6.3065,5.8751,53.24,174.05,113.65,60.4,3583.62,0,2,2,1,3,0,21423.91,3451.11,28326,14522,63431.08,19858.72,103149,23714,Probe
21,37272,2,0,517,0,273,218,241.74,13.16,0,0,0.0,0.0,13311.39,49.4572,37272.0,33071.98,135446,9161,37272,37272.0,25578.43,141160,11694,0,0.0,0.0,0,0,1,0,40,0,53.8837,0.0,239.94,244.0,241.97,2.03,3.89,0,4,0,1,1,1,24723.21,2911.82,30547,18900,49050.14,13607.6,76265,21835,Probe
53,31293,2,2,323,82,189,96,144.45,24.85,49,30,39.42,4.95,14053.16,120.8038,10431.0,8408.46,48595,2902,31293,31293.0,27493.5,108915,3800,31293,31293.0,12590.32,56474,18703,0,0,40,40,65.4446,61.6865,36.16,158.01,96.16,55.31,2812.56,0,2,2,3,2,1,12311.06,1375.79,15063,9559,103240.72,58844.35,220929,0,Probe
443,41295,1,3,123,183,152,111,129.57,16.03,79,47,62.82,7.96,6698.84,105.0928,13765.0,9295.55,43255,5058,0,41295.0,17898.41,128747,23397,41295,20647.5,20605.21,61858,42,0,0,20,60,24.1709,72.8708,43.83,133.3,76.33,33.94,1201.86,0,1,3,4,1,0,9352.67,1300.57,11954,6752,91717.13,38411.85,168541,14893,Probe
143,118510,14,1,3135,51,254,191,224.44,23.6,77,37,56.52,10.01,27431.05,121.331,8465.0,5485.09,25848,5607,118510,9116.15,5138.62,19442,3978,0,0.0,0.0,0,0,2,0,280,20,128.2044,8.0002,72.23,270.22,208.15,42.12,1732.09,0,2,0,1,1,9,25588.97,10185.05,45959,5219,130613.6,59990.08,250594,10633,Probe
143,51572,4,0,470,0,148,117,132.42,13.16,0,0,0.0,0.0,8437.95,82.3611,17190.67,10040.18,45606,10072,51572,17190.67,11491.3,43200,5699,0,0.0,0.0,0,0,3,0,80,0,83.9348,0.0,121.24,144.93,132.77,8.47,65.9,0,1,1,0,1,2,10769.27,1844.07,14457,7081,273045.89,57302.94,387652,158440,Probe
25,15756,3,0,233,0,86,61,74.35,6.47,0,0,0.0,0.0,14913.24,190.4523,7878.0,4439.98,25865,4049,15756,7878.0,4735.23,18908,3143,0,0.0,0.0,0,0,1,0,60,0,172.8526,0.0,59.59,72.63,67.27,5.57,28.05,0,2,1,1,1,2,17148.4,6168.89,29486,4811,336313.82,125573.03,587460,85168,Probe
443,145247,1,0,202,0,257,159,197.71,29.42,0,0,0.0,0.0,1387.22,6.4805,145247.0,136170.86,548100,32032,0,145247.0,117723.97,575772,27523,0,0.0,0.0,0,0,2,0,20,0,6.8149,0.0,197.19,197.19,197.19,0.0,0.0,0,0,0,1,2,0,8461.37,2571.68,13605,3318,350044.93,177421.93,704889,0,Probe
5900,111984,3,0,875,0,315,206,260.57,33.7,0,0,0.0,0.0,7360.4,26.0986,55992.0,39720.61,148023,23663,111984,55992.0,51326.09,278334,4666,0,0.0,0.0,0,0,0,0,60,0,24.2451,0.0,231.97,316.84,260.92,39.55,1717.4,0,3,1,0,2,2,14774.34,3876.68,22528,7021,377628.97,163603.54,704836,50422,Probe
25,77016,14,3,3221,126,336,173,249.76,41.19,64,29,46.49,8.98,43804.84,215.3981,4813.5,3134.43,19657,3105,77016,5924.31,4307.73,16938,1617,77016,38508.0,28117.5,94743,10390,0,0,280,60,167.3067,38.7025,35.86,340.59,199.43,82.28,6597.32,0,0,2,0,0,12,18976.69,4676.17,28329,9624,44368.22,17567.52,79503,9233,Probe
3306,29892,9,3,1411,177,262,111,177.31,34.2,61,47,53.94,3.42,56245.77,371.1402,2717.45,2496.98,13950,786,29892,3736.5,2817.38,17491,919,29892,14946.0,11708.37,38363,3238,2,0,180,60,327.2903,105.7816,50.8,209.99,134.41,58.89,3724.72,0,0,3,0,2,4,18342.2,5445.66,29234,7451,187855.16,103239.82,394335,0,Probe
3389,38470,9,0,2436,0,328,163,259.33,47.95,0,0,0.0,0.0,58327.74,225.7737,4808.75,3076.82,15893,3048,38470,4808.75,4176.47,17232,632,0,0.0,0.0,0,0,2,0,180,0,235.3038,0.0,161.39,311.63,235.12,49.08,2147.88,0,2,1,1,4,6,16759.88,2811.42,22383,11137,52490.74,17038.29,86567,18414,Probe
5900,50461,1,0,36,0,45,28,34.25,4.76,0,0,0.0,0.0,650.86,20.933,50461.0,37692.92,167575,14633,0,50461.0,45957.44,152126,4504,0,0.0,0.0,0,0,0,0,20,0,21.7705,0.0,33.61,33.61,33.61,0.0,0.0,0,0,0,0,1,0,8931.35,2490.09,13912,3951,109614.38,30170.59,169956,49273,Probe
80,100348,2,0,169,0,102,69,89.54,10.67,0,0,0.0,0.0,1528.04,18.42,100348.0,51901.96,258537,50411,100348,100348.0,46272.27,230095,54076,0,0.0,0.0,0,0,0,0,40,0,19.3284,0.0,96.21,98.44,97.33,1.12,1.36,0,3,1,1,2,1,24213.36,4440.24,33094,15333,281386.17,163315.67,608018,0,Probe
25,11421,13,3,3723,254,312,225,273.26,26.88,101,58,79.31,10.83,363385.17,1493.837,761.4,369.58,2047,485,11421,951.75,492.35,2405,459,11421,5710.5,3955.21,13621,1755,2,0,260,60,1144.3547,270.5426,76.72,322.28,243.03,77.56,5305.48,0,2,2,1,1,10,21154.05,2278.11,25710,16598,108866.32,64133.76,237134,0,Probe
3306,122287,5,0,1262,0,273,220,249.05,22.8,0,0,0.0,0.0,11095.13,37.71,30571.75,13947.69,89729,16830,122287,30571.75,19308.94,84603,11263,0,0.0,0.0,0,0,2,0,100,0,42.6602,0.0,216.05,272.86,244.76,22.33,454.37,0,1,0,0,3,2,8867.53,2373.54,13615,4120,147584.81,74109.53,295804,0,Probe
8080,288297,4,2,742,18,226,144,180.3,19.16,12,7,9.67,1.35,2872.04,20.7855,57659.4,55884.17,241796,23470,288297,96099.0,48784.31,195676,47315,288297,288297.0,231843.53,751984,56453,0,0,80,40,12.7783,6.5383,8.24,194.83,128.03,84.24,7044.36,0,3,0,1,1,3,14475.29,2163.35,18802,10149,206984.8,53749.92,314485,99485,Probe
3306,128295,1,0,41,0,49,24,37.98,8.54,0,0,0.0,0.0,321.89,8.2009,128295.0,53090.75,357831,83308,0,128295.0,109490.71,601808,18804,0,0.0,0.0,0,0,2,0,20,0,8.2751,0.0,46.65,46.65,46.65,0.0,0.0,0,3,1,2,2,0,9160.91,1925.02,13011,5311,298235.67,138520.2,575276,21195,Probe
110,146570,12,4,1972,214,177,124,153.65,16.96,78,41,59.81,9.18,13840.12,108.7178,9771.33,9669.86,33176,3325,146570,13324.55,12596.4,44607,728,146570,48856.67,44778.62,138414,4078,0,0,240,80,74.3111,25.5056,39.21,176.49,128.51,49.54,2207.56,0,2,1,1,0,8,10907.86,1209.77,13327,8488,385796.43,157789.31,701375,70218,Probe
25,30724,5,1,1150,29,269,189,222.33,23.95,43,19,31.05,5.86,36507.47,184.0388,6144.8,3912.04,22844,2614,30724,7681.0,4360.61,22685,3320,0,0.0,0.0,0,0,3,0,100,20,158.1914,29.8654,31.4,233.17,175.72,70.16,4460.81,0,4,1,0,1,4,21344.99,6411.96,34169,8521,362707.04,165511.08,693729,31685,Probe
3306,95631,1,0,181,0,216,150,177.18,19.29,0,0,0.0,0.0,2017.21,10.9182,95631.0,48621.63,291988,67894,0,95631.0,49908.73,276019,45722,0,0.0,0.0,0,0,2,0,20,0,10.0124,0.0,153.54,153.54,153.54,0.0,0.0,0,3,1,2,3,0,15514.8,1680.48,18876,12154,108348.72,56345.66,221040,0,Probe
3306,21771,1,1,81,50,120,71,90.61,11.84,59,39,48.68,5.07,5668.16,89.4921,21771.0,9661.09,66154,13381,0,21771.0,17366.61,79764,4404,0,0.0,0.0,0,0,1,0,20,20,47.4307,42.9352,44.39,108.91,76.65,32.26,1058.13,0,2,1,1,4,0,25828.58,7394.4,40617,11040,476096.21,183640.73,843378,108815,Probe
110,80945,3,0,251,0,97,59,76.6,8.91,0,0,0.0,0.0,2853.43,38.636,40472.5,39243.0,134742,11343,80945,40472.5,33514.23,139402,6958,0,0.0,0.0,0,0,0,0,60,0,37.5531,0.0,72.38,79.79,76.41,3.06,9.95,0,0,1,1,1,1,20699.32,7850.36,36400,4999,183072.45,104191.15,391455,0,Probe
25,56132,2,0,271,0,146,112,126.27,13.4,0,0,0.0,0.0,4794.27,34.9497,56132.0,26863.32,148555,32782,56132,56132.0,50741.57,235138,5390,0,0.0,0.0,0,0,0,0,40,0,34.4524,0.0,118.68,130.93,124.81,6.13,39.53,0,2,1,1,0,1,19197.02,6036.0,31269,7125,474170.04,138314.82,750800,197540,Probe
3306,263148,13,0,1900,0,198,101,134.32,29.83,0,0,0.0,0.0,7223.28,52.5932,21929.0,14959.62,53019,12704,263148,21929.0,11185.57,59786,10743,0,0.0,0.0,0,0,2,0,260,0,51.0532,0.0,115.88,195.3,146.71,24.23,648.68,0,1,1,2,0,9,23057.09,7381.89,37821,8293,216362.05,49103.03,314568,118156,Probe
