Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Fwd Avg Bytes/Bulk,Bwd Avg Bytes/Bulk,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,act_data_pkt_fwd,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,5583363,4,33,1286,25872,489,212,352.99,59,974,544,717.1,91.39,5307.47,7.1068,155093.42,109303.33,516940,0,5583363,1861121,639282.74,3661921,1221838,5583363,174480.09,84857.39,388279,89623,2,0,80,660,0.7707,6.262,376.93,857.08,689.92,123.26,15492.41,1,0,0,4,16,3,118296.81,32449.69,183196,53397,2946977.94,865750.13,4678478,1215478,Normal
21,5198210,22,9,3374,2770,237,8,138.6,48.02,400,265,340.39,34.14,1265.93,5.9958,173273.67,123537.26,494069,0,5198210,247533.81,169910.03,665531,77624,5198210,649776.25,237602.1,1537484,412174,1,0,440,180,3.9391,1.7153,56.11,380.79,192.47,105.53,12316.23,1,5,0,6,15,18,453013.39,52776.83,558567,347460,2649028.09,454467.98,3557964,1740092,Normal
110,1105090,20,23,20184,18161,1448,831,1130.79,180.98,1159,74,781.89,243.91,36150.15,41.7978,26311.67,17287.91,88608,3155,1105090,58162.63,41144.98,147045,17018,1105090,50231.36,37543.34,166435,12688,3,0,400,460,19.8946,22.7891,236.9,1493.06,910.72,300.96,97725.69,2,2,0,3,11,15,346857.99,83716.07,514290,179426,1334083.82,178132,1690348,977820,Normal
8080,4864028,11,15,11059,9708,1853,142,1105.42,344.47,973,152,691.86,181.25,3886.8,5.495,194561.12,80227.39,383899,107229,4864028,486402.8,171045.72,1028505,315357,4864028,347430.57,223781.4,972845,123649,1,1,220,300,2.1205,3.2262,399.42,1335.68,882.88,244.53,65553.79,1,0,0,5,10,8,447560.25,78383.22,604327,290794,1593738.55,366264.92,2326268,861209,Normal
22,2630457,11,10,11316,4929,1454,591,988.88,214.16,609,285,479.24,80.6,6131.27,7.7915,131522.85,96230.91,423888,0,2630457,263045.7,82286.23,483778,180759,2630457,292273,143242.36,693014,149031,1,0,220,200,4.0206,4.032,403.7,1313.23,742.71,282.23,81593.39,1,3,1,1,13,10,191231.91,27233.14,245698,136766,2221961.98,404854.12,3031670,1412254,Normal
3306,7205183,10,5,11266,3762,1654,674,1103.71,201.36,1074,589,817.68,105.2,2184.7,2.2329,514655.93,210169.99,975229,299518,7205183,800575.89,497146.22,2398497,303430,7205183,1801295.75,1032770.59,4345933,768525,2,0,200,100,1.4973,0.6512,687.92,1311.33,986.24,168.71,30039.02,1,2,0,5,9,7,324918.73,94721.95,514363,135475,1350605.88,321445.52,1993497,707715,Normal
8080,1405299,13,10,13336,6300,1387,814,1159.44,116.37,811,217,596.12,128.02,14724.16,15.5275,63877.23,40611.81,152649,12826,1405299,117108.25,81267.39,420185,35841,1405299,156144.33,94349.15,440482,61795,4,2,260,200,9.0491,7.1176,162.33,1385.97,935.85,352.98,116600.73,0,0,0,3,12,12,148814.02,32569.16,213952,83676,2872898.35,790682.07,4454262,1291534,Normal
5900,6819016,1,1,888,257,1240,439,863.45,180.84,369,154,270.55,44.24,165.66,0.274,6819016,2300155.75,15019973,3908428,0,6819016,2651800.72,15790684,4167215,0,6819016,4152956.93,20384148,2666059,1,2,20,20,0.1359,0.1443,331.06,933.43,632.24,301.18,94651.67,0,0,0,6,13,0,229400.16,61217.88,351836,106964,2258597.61,315687.02,2889972,1627224,Normal
22,7678634,16,2,12563,1186,1306,482,789.75,186.63,788,380,611.48,88.67,1752.86,2.3252,451684.35,312795.15,1635354,0,7678634,511908.93,354984.12,1445806,156925,7678634,7678634,4945557.48,21898132,2733077,3,0,320,40,2.1739,0.2382,524.4,1069.94,795.8,178.96,28505.3,0,1,1,5,15,15,217128.81,64268.84,345666,88591,2203763.18,477080.64,3157924,1249602,Normal
5900,1295275,1,2,894,992,1086,602,858.02,110.26,639,283,496.95,74.1,1315,2.5442,647637.5,411720.95,1732047,0,0,1295275,555952.51,3012075,739322,1295275,1295275,800525.78,3250260,494749,2,0,20,40,0.7587,1.6238,509,930.79,681.03,180.75,35628.73,3,0,0,4,17,0,323216.93,84796.1,492809,153625,2483424.12,686145.64,3855715,1111133,Normal
21,838465,12,32,3441,9052,551,115,325.45,86.74,413,138,266.23,55.01,13516.79,55.0559,19499.19,7823.86,50139,8797,838465,76224.09,35327.26,157398,40897,838465,27047.26,12247.06,73014,14800,1,1,240,640,14.7193,34.8435,163.56,504.26,298.02,81.23,6531.48,1,1,1,3,16,8,132240.61,32476.69,197194,67287,1992922.3,373414.13,2739751,1246094,Normal
8080,105882,1,5,215,309,371,117,227.32,49.93,84,47,65.41,12.09,5238.46,62.0483,21176.4,10283.33,50564,2206,0,105882,45960.15,212177,59922,105882,26470.5,19232,66723,7238,0,1,20,100,10.0638,49.9397,50.06,200.72,89.48,51.7,2959.69,1,0,0,2,18,0,108814.06,26550.81,161916,55712,1835979.87,216219.77,2268419,1403540,Normal
25,4511721,18,2,20052,1494,1826,228,1211.19,383.76,859,488,675.07,84.06,5110.11,4.5827,237459,126125.82,593579,29229,4511721,265395.35,151996.15,588318,113399,4511721,4511721,2509650.78,13578606,2002070,3,0,360,40,3.9608,0.4796,603.93,2436.57,1272.71,460.09,229832.12,1,1,0,4,20,14,493408.59,63226.51,619862,366956,1404031.34,192134.62,1788301,1019762,Normal
22,5874450,42,7,43086,6645,2355,390,1128.1,440.33,1427,508,900.69,176.45,8166.21,9.1705,122384.38,96670.34,442582,13164,5874450,143279.27,92190.25,344813,51089,5874450,979075,308097.36,2102372,670978,2,0,840,140,6.5593,1.2438,549.66,2033.79,1157.98,367.43,120296.15,0,2,0,6,12,32,429813.92,49363.34,528541,331087,1452702.99,357436.45,2167576,737830,Normal
8080,432735,58,38,56285,5987,1702,481,951.54,264.5,206,103,140.81,24.2,154143.26,222.7963,4555.11,1511.48,10091,2138,432735,7591.84,2713.83,13529,4878,432735,11695.54,8827.95,41167,2868,2,3,1160,760,137.626,80.278,95.27,1454.39,590.89,408.09,163760.75,3,1,0,8,15,56,238350.98,31198.22,300747,175955,1050895.52,240827.92,1532551,569240,Normal
5900,103347,12,31,9436,35132,1163,599,854.58,111.42,1671,555,1017.98,278.99,407835.51,455.8051,2460.64,1392.62,5624,930,103347,9395.18,3799.71,24029,5595,103347,3444.9,1746.82,8320,1698,2,1,240,620,105.2208,328.2011,432.68,1926.01,1007.68,292.1,86604.07,0,0,0,3,15,10,467493.88,80621.01,628736,306252,2451432.93,683681.38,3818796,1084070,Normal
3389,3290294,43,28,31721,31557,1398,294,824.26,318.84,1695,353,1032.06,239.17,19033.09,21.6236,47004.2,28827.5,158070,17626,3290294,78340.33,42180.14,220717,36160,3290294,121862.74,80594.35,394680,41268,0,3,860,560,13.7311,8.9676,0,1692.09,869.81,301.19,88046.92,0,0,0,4,19,31,374807.71,74497.83,523803,225812,1775297.61,402180.14,2579658,970937,Normal
143,5422989,3,5,3814,4633,1598,909,1231.94,190.76,1431,126,827.52,317.1,1434.79,1.4748,774712.71,381592.54,2198679,211494,5422989,2711494.5,963905.82,5862356,1747589,5422989,1355747.25,929216.03,3219534,426531,0,2,60,100,0.5734,0.9161,533.94,1261.38,965.06,234.4,57424.31,1,1,0,6,14,2,435306.14,105290.37,645887,224725,2897691.91,307979.34,3513651,2281733,Normal
53,3264103,18,18,1146,16630,108,29,63.4,15.17,1256,402,829.17,160.49,5038.4,9.9635,93260.09,63890.54,324180,21689,3264103,192006.06,83098.57,361120,108907,3264103,192006.06,85760.33,496137,106246,1,0,360,360,5.2148,5.2351,43.71,965.36,431.44,378.57,141924.86,1,1,0,3,18,14,117559.98,15653.11,148866,86254,1891083.28,268225.75,2427535,1354632,Normal
3389,5411074,3,105,2297,76576,1174,486,761.76,165.73,1194,210,782.02,195.09,14456.84,21.6332,50570.79,19623.88,98216,30691,5411074,2705537,830856.95,5745462,1874680,5411074,52029.56,34654.88,145947,17375,3,0,60,2100,0.5886,18.1546,215.96,1254.61,761.29,201.98,40862.44,1,2,1,6,16,2,106424.75,27290.95,161007,51843,1248765.66,324066.52,1896899,600633,Normal
80,7763544,14,5,12942,586,1803,0,1001.58,345.68,180,33,109.42,27.51,1761.02,2.3967,431308,157797.27,1019985,248693,7763544,597195.69,271660.7,1298105,325535,7763544,1940886,1427923.45,6717870,512963,2,0,280,100,1.847,0.6227,82.9,1531.76,757.35,495.93,220419.69,1,1,1,0,17,10,488270.62,59891.62,608054,368487,1807202,447421.65,2702045,912359,Normal
3306,4678356,5,14,766,10000,246,40,149.96,42.23,1296,423,775.31,205.36,2497.33,3.7106,259908.67,133901.66,714049,64677,4678356,1169589,404733.5,2426998,764856,4678356,359873.54,223415.23,1121180,136458,2,1,100,280,1.127,3.0674,91.57,1207.74,688.91,355.08,124218.99,1,1,0,2,11,3,318750.39,74630.66,468012,169489,2401735.27,338176.17,3078088,1725383,Normal
110,1634199,52,26,3656,9063,90,46,68.56,11.96,422,231,334.69,39.75,7131.22,52.0397,21223.36,15264.82,76332,0,1634199,32043.12,24556.41,107886,7487,1634199,65367.96,26156.4,149946,39212,2,1,1040,520,32.7702,17.2982,42.9,422.9,154.48,127.19,14691.59,2,0,0,6,19,38,376829.46,53227.32,483284,270375,1783718.75,497898.25,2779515,787922,Normal
110,6195244,75,29,69292,32452,1660,215,875.3,312.65,1526,566,1068.46,177.97,17252.87,16.6697,60148,44334.21,166855,10166,6195244,83719.51,37067.18,197262,46652,6195244,221258.71,122860.74,668619,98398,0,1,1500,580,12.6946,5.0067,0,1735.13,952.05,319.98,99698.08,1,0,0,1,12,66,393201.45,92490.84,578183,208220,1276870.99,275507.94,1827887,725855,Normal
53,6953865,11,9,9744,6164,1451,330,885.01,256.58,1104,0,618.27,221.53,2440.05,2.797,365992.89,267841.18,960634,0,6953865,695386.5,428234.14,1598439,267152,6953865,869233.12,540774.58,3004479,328459,1,1,220,180,1.4779,1.2822,379.48,1374.05,880.64,249.23,67849.34,0,2,0,1,16,8,186490.8,44430.01,275351,97631,2206079.11,493716.78,3193513,1218646,Normal
22,546032,10,1,12779,146,2677,0,1366.71,471.64,199,90,147.87,31.89,22577.2,18.5377,54603.2,20953.73,102683,13260,546032,60670.22,41234.29,222949,19436,0,546032,283865.79,1271802,262166,2,0,200,20,19.6496,1.705,144.82,2636.86,1258.7,620.02,345889.75,1,0,0,2,17,7,428952.48,47783.48,524519,333386,1837214.55,352168.83,2541552,1132877,Normal
8080,4615586,27,30,32693,37702,1758,563,1213.97,235.71,2084,407,1187.87,435.78,15229.26,12.3079,82421.18,59270.32,243803,0,4615586,177522.54,89365.27,414918,88157,4615586,159158.14,83875.54,454810,75283,1,0,540,600,5.5908,6.1341,511.05,2238.11,1197,323.36,93259.69,0,0,1,5,13,19,343327.8,53631.22,450590,236065,1346992.1,237003.67,1820999,872985,Normal
143,1638738,1,16,985,15897,1284,507,929.55,151.73,1793,255,1010.33,382.11,9452.67,9.9232,102421.12,52162.17,237262,32930,0,1638738,732332.27,3164185,906406,1638738,109249.2,67575.8,325126,41673,2,0,20,320,0.5666,9.3988,248.03,1433.27,882.47,299.57,84344.16,1,0,0,5,17,0,242707.48,61039.21,364786,120629,1590144.7,254059.69,2098264,1082025,Normal
80,3548461,32,56,25272,35999,1714,319,865.13,310.53,816,368,608.69,82.22,17724.11,25.2142,40786.91,20191.97,95512,19681,3548461,114466.48,46811.57,209511,67655,3548461,64517.47,38111.02,148808,26406,1,3,640,1120,9.6735,14.9074,391.34,1359.02,694.87,205.29,46205.58,2,1,1,3,13,30,323762.17,86022.84,495808,151716,2425691.99,580562.75,3586817,1264566,Normal
21,1909480,5,38,5358,28684,1614,600,1157.58,268.76,1243,222,762.24,180.13,17582.66,21.6387,45463.81,18142.23,84132,11227,1909480,477370,243422.59,1206126,233947,1909480,51607.57,39142.84,190666,12465,0,0,100,760,2.7914,21.6848,408.02,1254.95,769.6,196.31,37682.54,0,1,0,4,10,3,430942.62,93500.64,617944,243941,1675064.93,436472.07,2548009,802121,Normal
3389,5149960,7,43,9500,13697,1699,755,1259.18,238.22,597,79,326.61,98.54,4194.79,10.1709,105101.22,50473.52,273811,40967,5149960,858326.67,292358.78,2023424,565968,5149960,122618.1,46361.99,306992,76256,2,1,140,860,1.4652,9.1711,126.98,1541.11,474.13,353.67,130477.02,3,1,0,5,17,5,100444.84,15507.77,131460,69429,1435782.76,333628.41,2103040,768526,Normal
143,1065808,14,1,13636,186,1970,363,974.25,361.26,389,48,195.21,67.16,13991.95,14.4817,76129.14,33810.92,163955,12186,1065808,81985.23,25154.46,148530,56831,0,1065808,615161.29,2478486,450647,3,0,280,20,14.1636,0.9315,203.13,1486.72,893.41,419.89,183657.51,0,4,0,5,10,11,296821.8,76966.4,450755,142889,1465082.66,212739.73,1890562,1039603,Normal
143,7709665,2,13,1736,2398,1200,491,840.51,220.56,281,84,171.31,47.22,487.12,1.9449,550690.36,355005.41,1439845,86425,7709665,7709665,4678370.83,25468155,3031294,7709665,642472.08,452918.54,2076530,189554,3,1,40,260,0.257,1.6566,73.79,888.6,242.94,239.09,55619.33,1,1,0,4,13,1,359293.39,40344.79,439983,278604,2627446.69,756969.47,4141386,1113508,Normal
25,1126075,5,3,2079,1231,578,112,404.34,104.15,539,301,391.97,58.31,2773.26,6.4535,160867.86,77509.78,331171,74330,1126075,281518.75,120245.28,593067,161273,1126075,563037.5,318107.84,1630857,244930,3,0,100,60,4.1695,2.7592,144.76,536.49,361.59,122.61,14461.71,1,0,1,5,15,3,190676.26,40686.23,272049,109304,1703084.52,378213.34,2459511,946658,Normal
110,3078567,1,18,1223,2037,1766,678,1268.24,272.63,206,19,105.62,36.56,1070.98,6.574,171031.5,105309.12,546860,2688,0,3078567,1561050.61,9191472,1517516,3078567,181092.18,103323.39,512779,77769,0,1,20,360,0.3043,5.4987,14.27,1121.51,154.51,230.89,47899.8,0,1,0,3,11,0,149313.51,30417,210148,88480,1491694.88,256016.53,2003728,979662,Normal
3389,5541274,32,1,40828,254,1623,887,1302.87,165.91,302,170,245.35,28.61,7531.96,5.3862,173164.81,137539.61,459640,0,5541274,178750.77,102769.56,582257,75981,0,5541274,1980322.77,11444254,3560951,4,3,640,20,5.9258,0.1891,216.63,1647.58,1290.73,254.99,60720.27,0,0,0,2,13,30,201816.22,39274.55,280365,123267,1086630.55,260647.78,1607926,565335,Normal
3389,5574877,20,31,19785,9579,1701,541,1042.28,295,540,171,350.53,79.13,5263.49,8.756,111497.54,74402.77,263866,0,5574877,293414.58,226145.51,824589,67269,5574877,185829.23,99571.9,403179,86257,5,0,400,620,3.3713,5.2791,209.73,1603.76,635.06,407.54,156884,1,1,1,2,21,18,463701.08,80705.52,625112,302290,2502557.85,699212.31,3900982,1104133,Normal
110,1188132,26,20,2221,21698,166,30,84.52,28.43,1279,711,984.25,122.76,21627.78,40.9237,26402.93,11534.1,70505,13744,1188132,47525.28,34534.94,139261,12990,1188132,62533.26,20441.26,130781,42092,4,2,520,400,21.039,18.0441,35.07,1246.33,463.2,438.69,208411.17,0,0,0,1,20,18,250565.99,53659.28,357885,143247,1957409.72,533228.22,3023866,890953,Normal
443,51804,61,37,64368,31472,1318,799,1052.09,158.18,1600,322,882.63,334.2,1803757.99,1937.6512,534.06,352.14,1316,169,51804,863.4,688.27,2560,175,51804,1439,470.43,2559,969,4,3,1220,740,1226.1165,692.1722,403.67,1420.29,937.03,214.87,50888.2,0,1,0,5,18,60,182317.75,45271.91,272862,91774,2093354.53,579640.96,3252636,934073,Normal
143,693582,52,26,24213,4229,687,94,456.98,127.87,224,138,182.14,18.42,39482.88,112.4416,9007.56,3677.69,22781,5010,693582,13599.65,7394.02,38612,6206,693582,27743.28,11953.9,66575,15789,0,1,1040,520,74.4364,38.3803,162.12,924.67,386.03,183.01,30949.93,1,2,0,8,14,44,109905.95,16459.93,142826,76986,1815779.22,283129.48,2382038,1249520,Normal
5900,4178535,5,32,1660,19504,382,207,300.8,37.75,790,349,553.37,101.28,5067.44,8.55,116070.42,77600.76,276970,1627,4178535,1044633.75,489057.51,2923139,555576,4178535,134791.45,41246.39,262887,93545,2,1,100,640,1.0857,6.9732,265.83,838.45,514.32,140.02,20092.26,1,0,1,4,12,4,473026.68,101763.67,676554,269499,1252230.64,270912.97,1794057,710405,Normal
5900,6426204,4,15,1176,15787,495,116,309.14,97.62,1643,500,1021.72,248.17,2457.58,2.8815,357011.33,144417.7,846817,76233,6426204,2142068,1708846.49,7098669,433222,6426204,459014.57,195661.94,1023628,263353,0,1,80,300,0.6392,2.3908,179.68,1265.9,777.88,312.34,103197.73,1,1,2,1,14,3,209595.51,45819.93,301235,117956,1978454.51,250608.64,2479672,1477237,Normal
443,5951840,6,1,2501,521,648,231,454.9,110.22,652,341,509.98,59.78,524.69,1.1571,991973.33,645327.06,2812740,20990,5951840,1190368,361486.81,2413437,828881,0,5951840,3753654.91,13747437,2198185,0,1,120,20,1.0843,0.1581,249.68,594.06,482.03,105.12,10533.43,1,1,1,8,20,4,219143.76,56102.91,331350,106938,1943252.73,282736.12,2508725,1377780,Normal
5900,648646,11,34,659,17565,88,37,59.64,14.14,771,312,567.77,100.17,30689.32,71.2611,14741.95,10067.79,36473,4200,648646,64864.6,20090.13,112631,44774,648646,19655.94,9969.57,58255,9686,2,1,220,680,18.4919,55.8098,48.7,763.53,450.17,232.45,58862.96,1,1,0,9,22,9,470330.95,109116.16,688563,252099,1777536.83,224471.75,2226480,1328593,Normal
3389,3186111,50,5,68178,5642,2338,293,1355.09,525.02,1992,245,1079.89,421.14,22120.12,18.0788,59002.06,19224.56,99347,32351,3186111,65022.67,30998.69,146588,34024,3186111,796527.75,434513.76,1944282,362014,0,2,1000,100,16.7653,1.4219,251.95,2502.63,1338.56,552.9,292698.05,0,0,1,6,9,41,153313.7,43778.6,240871,65757,2735404.2,660666.08,4056736,1414072,Normal
3389,4987795,8,46,7745,38500,1223,430,898.35,208.05,1382,616,929.49,167,9950.88,10.8247,94109.34,42186.28,200850,33698,4987795,712542.14,569695.08,2102971,142847,4987795,110839.89,38972.23,234385,71868,1,1,160,920,1.7545,9.1375,640.15,1473.85,961.7,172.75,30598.61,1,1,1,4,11,6,333013.51,78843.49,490700,175327,2506237.69,615257.49,3736753,1275723,Normal
21,1546445,5,1,4315,670,1297,376,843.53,297.01,1196,213,708.69,245.1,2918.59,4.0624,309289,189540.02,908522,0,1546445,386611.25,246509.29,981133,140102,0,1546445,736479.78,3205160,809965,3,0,100,20,3.5294,0.5863,317.81,1007.89,694.8,247.27,67232.01,0,3,0,5,19,3,403590.73,80768.15,565127,242054,2823570.22,365152.32,3553875,2093266,Normal
80,2064366,56,17,32176,16966,934,0,523.55,183.14,1369,620,1117.22,167.16,25390.9,35.0635,28671.75,12313.97,74941,13936,2064366,37533.93,29038.12,107552,8496,2064366,129022.88,78296.45,320550,50726,3,0,1120,340,25.3091,7.6167,184.79,1334.32,630.13,299.14,97190.57,2,1,0,5,14,45,456408.67,119908.49,696226,216592,2429905.65,363901.24,3157708,1702103,Normal
443,3368194,3,1,241,972,121,25,72.51,26.25,1293,590,896.44,175.71,386.53,1.1654,1122731.33,764782.81,2872365,351357,3368194,1684097,522047.28,3340659,1162050,0,3368194,1777387.39,8764397,1590807,2,2,60,20,0.8885,0.2793,34.06,895.19,274.98,359.02,128458.66,0,1,0,4,12,2,420327.24,79957.18,580242,260413,2437398.53,529517.76,3496434,1378363,Normal
143,4969038,2,4,710,4964,686,86,387.96,135.6,2058,410,1125.13,327.55,1132.75,1.1306,993807.6,448403.87,1936176,335416,4969038,4969038,3610324.55,18930744,1358713,4969038,1656346,1269259.77,4512764,387086,1,1,40,80,0.395,0.76,408.56,1271.51,910.81,365.53,124209.82,1,1,0,6,27,1,141454.69,34017.18,209489,73420,1598915.45,245867.44,2090650,1107181,Normal
443,5457992,43,3,12270,2242,483,125,265.55,89.5,1069,374,765.93,147.58,2896.95,8.2703,121288.71,83194.11,368188,0,5457992,129952.19,97968.44,343017,31984,5457992,2728996,2096542.08,10383617,632454,1,2,860,60,8.3868,0.4961,0,839.25,300.58,146.43,22775.41,1,2,1,4,25,36,425850.02,122318.01,670486,181214,2027035.73,587953.56,3202943,851129,Normal
21,4695947,39,8,48705,5954,1500,603,1137.38,229.28,1441,0,726.09,276.18,11704.35,10.1236,102085.8,80562.59,387788,12962,4695947,123577.55,85171.4,322970,38406,4695947,670849.57,351307.33,1521336,319542,1,1,780,160,8.2872,1.6307,453.17,1538.05,1099.92,237.44,55991.13,2,0,0,3,15,35,147202.41,36993.12,221189,73216,1190497.87,125590.52,1441679,939317,Normal
3306,5019477,73,17,61476,1361,922,620,779.29,89.69,160,39,87.34,28.21,12021.17,17.03,56398.62,27418.39,125200,15574,5019477,69714.96,35115.7,209235,34599,5019477,313717.31,102887.73,548750,210830,1,1,1460,340,15.4238,3.5819,48.05,971.69,645.63,272.37,72974.17,0,1,1,3,13,61,157114.25,27948.57,213011,101217,2903404.81,475996.29,3855397,1951412,Normal
21,5601786,8,22,7990,1456,1320,459,997.91,211.08,113,24,74.96,21.69,1640.22,5.4637,193165.03,139910.07,721645,0,5601786,800255.14,531538.46,2199748,268717,5601786,266751.71,125664.92,566956,141087,3,2,160,440,1.4057,3.6087,45.39,1299.34,335.09,431.86,205117.37,1,0,0,3,14,6,342554.45,80669.06,503893,181216,2051540.67,499797.05,3051135,1051947,Normal
22,7744523,55,18,42762,12535,921,584,765.57,82.95,1312,376,772.78,206.47,7016.96,9.8976,107562.82,69560.92,384505,18672,7744523,143417.09,78749.56,352817,64668,7744523,455560.18,237028.67,1335861,218532,1,1,1100,360,7.6918,2.446,430.73,1092.67,775.21,106.53,11966.91,2,1,1,3,13,41,190265.83,27086.17,244438,136093,2585079.54,355142,3295364,1874796,Normal
